caption,mean,precision,votes,not_funny,somewhat_funny,funny
"7 across should be ""eland"". No wonder you can't get 10 down.",1.103448275862069,0.03283976780985288,87,78,9,0
"My dear Watson, I need a 10 letter word for simple",1.103448275862069,0.03283976780985288,87,78,9,0
"No ""there"" there.",1.103448275862069,0.03668458199526042,87,79,7,1
"There must be a clue in here somewhere! The crossword must be solved! ... Oh, hi.",1.103448275862069,0.03283976780985288,87,78,9,0
"It's not elementary, Watson, it's lightly challenging.""",1.103448275862069,0.03668458199526042,87,79,7,1
"A school for children under 10 only 10 letters, why it's elementary my dear Watson!",1.103448275862069,0.03749924605904284,116,108,4,4
"Of course these are probably great clues, for somebody who’s not dyslexic.",1.103448275862069,0.033261740484137645,116,106,8,2
You must be mad.,1.103448275862069,0.040163002409293554,87,80,5,2
Read berween the squares,1.103448275862069,0.03668458199526042,87,79,7,1
"'Watson, the answer is here in this clue.'",1.103448275862069,0.03668458199526042,87,79,7,1
A piece of evidence or information used in the solving of a mysterious crime. Four letters.,1.103448275862069,0.03283976780985288,87,78,9,0
"Elementary, my dear Watson! The answer to 48 across: ""American primary school system.""",1.103448275862069,0.03668458199526042,87,79,7,1
"Your problems Holmes, is this is not a Wordle!",1.103448275862069,0.040163002409293554,87,80,5,2
"It’s never “How was your day, honey?”; it’s always “Can you solve this for me?”",1.103448275862069,0.040163002409293554,87,80,5,2
"Watson, I need a word! It's ten letters and starts with E-L and ends with a Y.",1.103448275862069,0.040163002409293554,87,80,5,2
"Elderberry? My dear Watson, we are so close!",1.103448275862069,0.03668458199526042,87,79,7,1
"A clue Watson, where can we find a clue!",1.103448275862069,0.03283976780985288,87,78,9,0
"Seven across, a ten letter word for a grade school, you ask?!",1.103448275862069,0.030926014010099357,116,105,10,1
Ten letters across for 'A simple to solve case?' It's 'elementary' my dear Watson.,1.103448275862069,0.03283976780985288,87,78,9,0
"Collegiate, my dear Watson.",1.1030927835051547,0.031035037574206906,97,87,10,0
"They got my name wrong!  It's Holmes, not Homes!  Makes me sound like a house.",1.1030927835051547,0.03432127896123395,97,88,8,1
"What do you mean ""They give you clues""?",1.1030927835051547,0.03432127896123395,97,88,8,1
Eight letter word for nemesis? This must be Moriarty's doing!,1.1030927835051547,0.03432127896123395,97,88,8,1
"Homicide!
As clues, theses NYTimes crosswords are a massacre of common sense!",1.1030927835051547,0.031035037574206906,97,87,10,0
"What puzzles me, Watson, is how ""EAST, TO JOSÉ"" could be anyone's idea of a clue.",1.1030927835051547,0.03432127896123395,97,88,8,1
"I’m beginning to suspect a rebus, Watson.",1.1030927835051547,0.03432127896123395,97,88,8,1
"You're right, my dear Watson! It's NOT 'elementary'!",1.1030927835051547,0.03432127896123395,97,88,8,1
"The clue my dear Watson is ""elementary.""",1.1030927835051547,0.03432127896123395,97,88,8,1
It's a Saturday…we'll never solve it!,1.1030927835051547,0.03432127896123395,97,88,8,1
"It’s a ten letter word that means simple, my dear Watson.",1.1030927835051547,0.03432127896123395,97,88,8,1
No Watson! It’s not A-L-I-mentary!,1.1030927835051547,0.037319255376243046,97,89,6,2
"14 across is 10 letters meaning ‘straightforward and uncomplicated,’ my dear Watson.",1.102803738317757,0.03496876062405555,107,98,7,2
"What's a ten-letter word for ""primary"" that starts with E-L-E?",1.102803738317757,0.029498181860450015,107,96,11,0
There are no clues here!,1.102803738317757,0.03496876062405555,107,98,7,2
"Got it, his name starts with W and ends with an N!",1.102803738317757,0.03496876062405555,107,98,7,2
"Why it's ""elementary"" dear Watson.",1.102803738317757,0.029498181860450015,107,96,11,0
"Come, Watson, the word is 'afoot.'",1.102803738317757,0.03496876062405555,107,98,7,2
I'm looking for a six letter word for culpability.,1.102803738317757,0.03496876062405555,107,98,7,2
I just can’t see it,1.102803738317757,0.03234931956513676,107,97,9,1
"If this is the New Yorker, I haven’t got a clue.",1.1025641025641026,0.03909457946788477,78,71,6,1
"Cruciverbalist, Watson, 10 letters, 2 words, ends in zed...confound the gods I'm stuck!",1.1025641025641026,0.03909457946788477,78,71,6,1
"Straightforward and uncomplicated? Elementary, my dear Watson!",1.1025641025641026,0.03909457946788477,78,71,6,1
"Gumshoe biographer, six letters",1.1025641025641026,0.04314378839150649,78,72,4,2
"When you have eliminated all which is possible, then whatever remains, however improbable, must be the truth. The word, Watson, is 'hound', as in, 'of the Baskervilles', Watson, do you see what I'm getting at, Watson?",1.1025641025641026,0.03909457946788477,78,71,6,1
"Ink? INK? Cocky little bugger, are we?""

Andy Chen Mathieson, Los Angeles, 
C",1.1025641025641026,0.03909457946788477,78,71,6,1
The answer is in the subtext.,1.1025641025641026,0.034574351921191876,78,70,8,0
"Much more complex than elementary, my dear Watson...",1.1025641025641026,0.034574351921191876,78,70,8,0
"Enola, Enola , enough already",1.1025641025641026,0.034574351921191876,78,70,8,0
My goodness! There are clues everywhere….,1.1025641025641026,0.03909457946788477,78,71,6,1
"What's another word for ""murder weapon?""",1.1022727272727273,0.039721380499367465,88,81,5,2
I need some reading glasses.,1.1022727272727273,0.03628436369735344,88,80,7,1
At least we can say we have looked everywhere for a clue.,1.1022727272727273,0.039721380499367465,88,81,5,2
"Sherlock Holmes Opened a Restaurant, I'm having trouble reading the menu though",1.1022727272727273,0.03628436369735344,88,80,7,1
You'll never believe this but the word is elementary Watson.,1.1022727272727273,0.0324857203870887,88,79,9,0
First-grade Emma”? That’s obvious: “Elementary Watson”,1.1022727272727273,0.0324857203870887,88,79,9,0
"Ah Watson, definitely, pre-Wordle.",1.1022727272727273,0.03628436369735344,88,80,7,1
A six-letter name for an insufferable bore?,1.1022727272727273,0.03628436369735344,88,80,7,1
"Make it digital, limit it to a five letter guess and take away the clues and I’d say you have a winner on your hands Wordle old boy",1.1022727272727273,0.03628436369735344,88,80,7,1
"'""Dammit Watson, it's elEmentary"" not elAmentary!""",1.1022727272727273,0.039721380499367465,88,81,5,2
"Watson's partner (8)""... WATSON'S PARTNER?",1.1022727272727273,0.03628436369735344,88,80,7,1
"How dare you, Watson! Fourteen across, ""World's most accomplished detective,"" is me, not that American upstart, Jessica Fletcher!",1.1022727272727273,0.0324857203870887,88,79,9,0
Thirty unsolved mysteries?! Criminy!,1.1022727272727273,0.03628436369735344,88,80,7,1
"No, I’m saying “elementary” works for seven across.",1.1022727272727273,0.03628436369735344,88,80,7,1
"This is by no means elementary, Watson",1.1020408163265305,0.030734729362213643,98,88,10,0
"You misspelled “elementary,” Dear Watson.",1.1020408163265305,0.03695146086987804,98,90,6,2
"I see a splash of dirt on this grit, Watson!",1.1020408163265305,0.03695146086987804,98,90,6,2
"The audacity, Watson… Taunting us with clues in the form of a crossword puzzle!",1.1020408163265305,0.03695146086987804,98,90,6,2
"The 10 letter word you need is ""presbyopia"".",1.1020408163265305,0.03398554140650584,98,89,8,1
"Stage before middle school (10)"", my dear Watso",1.1020408163265305,0.03695146086987804,98,90,6,2
"10-letter word for grade school? Oh, dear, Watson.",1.1020408163265305,0.030734729362213643,98,88,10,0
"I tell ya, this clue- ‘5 letters long with only 6 attempts’ - has got every boiler hat up and down the mews utterly stumped.",1.1020408163265305,0.030734729362213643,98,88,10,0
Finding a job in the offerings has always been an enigma but this is too much,1.1020408163265305,0.03398554140650584,98,89,8,1
So you’re looking for a 6 letter word for a magazine cartoon caption contest that starts R and ends with a D?,1.1020408163265305,0.03398554140650584,98,89,8,1
I'm afraid 'elementary' is too many letters.,1.1020408163265305,0.030734729362213643,98,88,10,0
"Frankly, Watson, I don't have a clue.",1.1020408163265305,0.03695146086987804,98,90,6,2
"I say, Watson, there appears to be a mistake...*Elementary* has more than five letters.",1.1020408163265305,0.03398554140650584,98,89,8,1
"Hounds of the____what,Doc?  
I’m clueless!",1.1020408163265305,0.03695146086987804,98,90,6,2
A school for children aged five to ten.,1.1020408163265305,0.030734729362213643,98,88,10,0
I N T E R N E T?  This is not a valid word!,1.1020408163265305,0.030734729362213643,98,88,10,0
"This is clearly Moriarty's work, the cunning devil!",1.1020408163265305,0.03398554140650584,98,89,8,1
I'm still stumped. I guess size doesn't matter.,1.1018518518518519,0.034656537617835145,108,99,7,2
"Stiff upper lip old friend, just put c-o-l-o-r in and finish the cursed thing!",1.1018518518518519,0.032062522251504355,108,98,9,1
"7 Across: ""A place for a 4th grader, my dear Watson""",1.1018518518518519,0.032062522251504355,108,98,9,1
"A 10 letter word for 'simple',",1.1018518518518519,0.03706947350832802,108,100,5,3
"4 across - 'straightforward and uncomplicated'? It's elementary, my dear Watson.",1.1018518518518519,0.032062522251504355,108,98,9,1
"Six letters, ‘World’s greatest detective.’ Starts with ‘P’?",1.1018518518518519,0.034656537617835145,108,99,7,2
"Clues indicate the suspect is ""A_l_a_blank  A_l_blank_a.""",1.1016949152542372,0.03486243013590857,118,109,6,3
"3 across…. ‘Bowler _ _ _’?  Bag, maybe it’s bag!",1.1012658227848102,0.038618368091629836,79,72,6,1
Baskervilles” with an “s”…it’s plural,1.1012658227848102,0.046265735093120826,79,74,2,3
"Misspellings, backward letters, erasures…clear signs of cheating. I’m afraid I’ll have to report this!",1.1012658227848102,0.038618368091629836,79,72,6,1
Fifteen across is elementary my dear Watson,1.1012658227848102,0.038618368091629836,79,72,6,1
"These clues seem to go in every direction, only to be confounded by a crossing clue... I see Moriarty's hand in this!",1.1012658227848102,0.03415857738895905,79,71,8,0
"Confound it, Watson! 5 down, a seven-letter word meaning a famous fictional character, must be Shylock not Sherlock.",1.1012658227848102,0.038618368091629836,79,72,6,1
What the ?*!! is a rebus?,1.1012658227848102,0.03415857738895905,79,71,8,0
Come on Watson!  “Giant hound found at what British manor?” Starts with a B!,1.1012658227848102,0.04261394488760367,79,73,4,2
"Not elementary at all, my dear Watson.",1.1012658227848102,0.03415857738895905,79,71,8,0
The key to getting out of this escape room has to be in this crossword puzzle.,1.1012658227848102,0.038618368091629836,79,72,6,1
It will all make sense once I learn the name of a  four-letter black and white cookie.,1.101123595505618,0.03589275757061102,89,81,7,1
"9-across, a man with an odd hat and large magnifier. Now what could that be?",1.101123595505618,0.04241480019815027,89,83,3,3
The suspect is an academic.  He knows that “Nothing comes from nothing”  was spoken by King Lear.  But he thinks a goalie is  Life Coach.,1.101123595505618,0.039289345386959953,89,82,5,2
"You have a grand gift for silence, Watson, but this square won't fill itself",1.101123595505618,0.03589275757061102,89,81,7,1
This is NOT the Times Monday puzzle!,1.101123595505618,0.03213918840153681,89,80,9,0
Damn it! Not a clue.,1.101123595505618,0.03589275757061102,89,81,7,1
Wadd. Six letters beginning with H.,1.101123595505618,0.03589275757061102,89,81,7,1
Six letters. A computer that can answer questions.,1.101123595505618,0.03589275757061102,89,81,7,1
"I see no clue here, Watson.",1.101123595505618,0.039289345386959953,89,82,5,2
"'This is diabolical, Watson. They've itemized and numbered the clues. What's next? They'll claim I'm fictional I suppose.'",1.101123595505618,0.03589275757061102,89,81,7,1
"Fictional detective"" - well, I'm stumped.",1.101123595505618,0.03589275757061102,89,81,7,1
"The clue is ""Lack of Poop, Detective."" Three words.",1.101123595505618,0.03589275757061102,89,81,7,1
"I can’t seem to figure out 6 letters across, last name of famous detective.”",1.101123595505618,0.039289345386959953,89,82,5,2
"Elementary, the clue is right here: ""what the dog did not do in the night"", 4 letters.",1.101123595505618,0.03589275757061102,89,81,7,1
"Nonsense Watson,through deductive logic I can assure you that you want the sirloin, medium rare, and certainly not the haddock.",1.101123595505618,0.039289345386959953,89,82,5,2
First Grade to Fifth . . . Ten Letters,1.101123595505618,0.03589275757061102,89,81,7,1
"It's 'Elementary, in a way?'",1.101123595505618,0.03213918840153681,89,80,9,0
someone has tampered with this magnifying glass...,1.101123595505618,0.03589275757061102,89,81,7,1
The body's right there sir.,1.101123595505618,0.04241480019815027,89,83,3,3
"No, it’s not bloody “elementary” that has ten letters.",1.101123595505618,0.03213918840153681,89,80,9,0
At least Wordle gives me 6 tries to find the murderer,1.101123595505618,0.04241480019815027,89,83,3,3
"What's an eight-letter word for a famous detective who caught you, rhymes for ""hemlock?""",1.101010101010101,0.03365628799333507,99,90,8,1
"My dear Watson! Quick, a synonym for straightforward?",1.101010101010101,0.030440148787487718,99,89,10,0
That's not how I spell my name.,1.101010101010101,0.03365628799333507,99,90,8,1
Ten letters? Another word for primary school? I’m completely stumped.,1.101010101010101,0.03365628799333507,99,90,8,1
All these clues are for cheats.,1.101010101010101,0.03365628799333507,99,90,8,1
"It's elementary, my dear Watson. E... L... A... wait no it isn't.",1.101010101010101,0.030440148787487718,99,89,10,0
"Four-letter word, for a sign or information that leads to the answer of a question or mystery!  Egads, Watsons, this is impossible!",1.101010101010101,0.03659082924417306,99,91,6,2
‘Why can’t a nose be 12 inches long?’ The clue is a foot!,1.101010101010101,0.03365628799333507,99,90,8,1
Elementary my dear Watson; the murderer is 12 down!,1.101010101010101,0.03365628799333507,99,90,8,1
"I haven't a clue what this is, Watson.",1.101010101010101,0.03659082924417306,99,91,6,2
What's a six letter word for murder?,1.101010101010101,0.030440148787487718,99,89,10,0
"These Americans forget that I, Sherlock, provide the most amazingly difficult clues!",1.101010101010101,0.03365628799333507,99,90,8,1
Looks like your words are crossed,1.101010101010101,0.03365628799333507,99,90,8,1
"I think you’re wrong, Watson. The vowels wouldn’t be able to pull this off by themselves.",1.101010101010101,0.03365628799333507,99,90,8,1
Watson! I have found Moriarty’s hidden message. The message is obi.,1.1009174311926606,0.031780748762731674,109,99,9,1
First we must eliminate the impossible Watson.,1.1,0.031799936400190756,90,81,9,0
Moriarty has NOTHING on Shortz!,1.1,0.03333333333333329,100,91,8,1
"Literary happy houses and power unit's filial relationship."" This is a most interesting clue my dear man.",1.1,0.04145390815152651,70,64,5,1
"Watson, I'm  looking for a ten letter word , fourth letter m, seventh letter t, last letter y. Means "" basic"".",1.1,0.03815358702051019,80,73,6,1
You’re telling me there’s a theme in these clues?,1.1,0.03375263702778069,80,72,8,0
"Sherlock, what is a wordle?",1.1,0.035509489509052444,90,82,7,1
10 letters. A school for children between the ages 5 and 11.,1.1,0.035509489509052444,90,82,7,1
Watson…what’s a three letter word for “longtime companion”?,1.1,0.038866588933566495,90,83,5,2
It's misspelled!,1.1,0.04195592479576826,90,84,3,3
"Ten letters...""fundamental element."" Why it's elementary my dear Watson.",1.1,0.035509489509052444,90,82,7,1
"You have a grand gift for silence,Watson. It makes you useless as a companion.",1.1,0.031799936400190756,90,81,9,0
The Crossword Killer always leaves a clue.  Twelve down: 'One half of DNA duo.',1.1,0.03150386872730587,110,100,9,1
"It's Monday, dear Watson.",1.1,0.035509489509052444,90,82,7,1
"Oak or Elm..hmmm,the game is afoot.",1.1,0.03333333333333329,100,91,8,1
"Bloody hell! You know I never said, “Elementary, my dear Watson!”",1.1,0.03333333333333329,100,91,8,1
"The clue is “_____ Holmes”, and you put in Shylock?",1.1,0.036237153766973895,100,92,6,2
"Seriously? You didn’t get 47 down, a five-letter word for green, leafy herb or Rathbone?",1.1,0.03815358702051019,80,73,6,1
"Come on, Watson. You should know this. 'Simple,' ten letters.",1.1,0.03333333333333329,100,91,8,1
"Silverstone? Clueless? Shouldn't it be Watson.""",1.1,0.04209693455269844,80,74,4,2
"Hah, Watson!  A clue!",1.1,0.04195592479576826,90,84,3,3
"I've been wanting to tell you something,  but I can't seem to find the right word""",1.1,0.036237153766973895,100,92,6,2
"Whoever  constructed this crossword puzzle is completely clueless, I say!",1.1,0.04195592479576826,90,84,3,3
"COME ON WATLEY, THINK! WE ONLY GOT 3 MINUTES BEFORE MY TIMER GOES OFF!",1.1,0.035509489509052444,90,82,7,1
"10 letters meaning simple, “elementary” my dear Watson!",1.1,0.031799936400190756,90,81,9,0
"No, 221, ""great detective, 6 letters,"" is not  WATSON",1.1,0.03375263702778069,80,72,8,0
"A four-letter word for 'hint.' Any ideas, Watson?",1.1,0.035509489509052444,90,82,7,1
"El_me_t_ry, _my d__r _ats_n.",1.1,0.03815358702051019,80,73,6,1
"Watson, what's a 10-letter word for 'Straightforward and Uncomplicated'?",1.1,0.03333333333333329,100,91,8,1
"I need an eight-letter word for '""often unsung and longsuffering companion of a fictional hero.'""",1.1,0.036237153766973895,100,92,6,2
What’s a 10-letter word for ‘child’s play’?,1.1,0.031799936400190756,90,81,9,0
"4 letters, ""the game is a ___""",1.1,0.035509489509052444,90,82,7,1
"It's ""Post-Grad,"" my dear Watson.",1.1,0.031799936400190756,90,81,9,0
"Watson, what's a six-letter word for ""item realtors sell""?",1.1,0.04145390815152651,70,64,5,1
What the bloody Hell is a Columbo?,1.1,0.035509489509052444,90,82,7,1
"It's e-l-e-m-e-n-t-a-r-y, my dear Watson, not 'elementery""",1.1,0.031799936400190756,90,81,9,0
"This time, it’s not elementary my dear Watson",1.1,0.031799936400190756,90,81,9,0
"Call Will Shortz,Watson.  It’s elementary, not elementry.",1.1,0.03375263702778069,80,72,8,0
"Barmy Watson, I know the clue is here somewhere.",1.1,0.03815358702051019,80,73,6,1
"'Simple.' A ten-letter word ending in...'ary' Why, it's ELEMENTARY, dear Watson!",1.1,0.030151134457776313,100,90,10,0
"Elementary, my dear Watson! Hand me a pen!",1.1,0.038866588933566495,90,83,5,2
"Bloody hell Watson, I think the Americans have hacked into our turf.",1.1,0.031799936400190756,90,81,9,0
"Elementary, my dear Watson. Even for a Monday.",1.1,0.035509489509052444,90,82,7,1
Twenty down is your culprit.,1.1,0.03333333333333329,100,91,8,1
Hmpff.  I’d hardly call these ‘clues.’,1.1,0.031799936400190756,90,81,9,0
"Watson, I need a four letter word starting with the letter “F”? The clue is “The game is a _______.",1.1,0.03815358702051019,80,73,6,1
"I have seen enough 'house' episodes to assure it's not lupus Whatson""  #crossove",1.1,0.03375263702778069,80,72,8,0
"Watson, help me.  An eight letter word for famous detective-first name.",1.1,0.03333333333333329,100,91,8,1
Someone's almost certainly been framed.,1.0990990990990992,0.031231756227343616,111,101,9,1
"It's 10 letters long first letter E, my dear Watson.",1.0990990990990992,0.031231756227343616,111,101,9,1
"Can you think of a 10-letter word that starts with ""e"" and ends in ""y"" my dear Watson",1.0990990990990992,0.031231756227343616,111,101,9,1
"2 across: Early Education.  It's 'elementary', my dear Watson!",1.0990990990990992,0.03375237415122647,111,102,7,2
"Eliminating ..., done. Computing probability ..., done. 
An unknown error has occurred.",1.099009900990099,0.03589023556513236,101,93,6,2
"It's a situational reversal, Watson.  Given numerous clues, we must find the crime!",1.099009900990099,0.03589023556513236,101,93,6,2
"Five letters?Five letters? That's not a clue, that's a bloody spelling lesson!",1.099009900990099,0.038550341255310434,101,94,4,3
Hmmm…I look closely but cannot find any challenging clues.,1.099009900990099,0.038550341255310434,101,94,4,3
"Be patient, my dear Watson. It's NOT elementary",1.099009900990099,0.029867530948511554,101,91,10,0
This was supposed to be Sudoku!,1.099009900990099,0.03589023556513236,101,93,6,2
Not so elementary is it Watson ?,1.098901098901099,0.03845281603519619,91,84,5,2
What killed this newspaper? It's elementary: the wordle that didn't play.,1.098901098901099,0.03146773860060733,91,82,9,0
"Aha! Greatest detective in history, 6 letters, starts with a....""W""?",1.098901098901099,0.03146773860060733,91,82,9,0
I'm drawing a blank.,1.098901098901099,0.03845281603519619,91,84,5,2
How dare you 'No sh*t Sherlock' me!,1.098901098901099,0.041506858532499,91,85,3,3
"Not to worry, just checking for hidden documents.",1.098901098901099,0.03513429687408582,91,83,7,1
"4 down, Dependent on Charity? It's eleemosynary dear Watson.",1.098901098901099,0.03146773860060733,91,82,9,0
"The soup in question is not in the puzzle, Lestrade. It's on your necktie.""",1.098901098901099,0.03146773860060733,91,82,9,0
I can see all your erasures Watson!,1.098901098901099,0.041506858532499,91,85,3,3
"It was the 6 Down, in the 18 Across, with the Wordle on Monday.",1.098901098901099,0.03513429687408582,91,83,7,1
"‘Elementary,’ my dear Watson, is 10 across!",1.098901098901099,0.03513429687408582,91,83,7,1
"Hmmm. Six down... A type of school...ten letters... It's on the tip of my tongue, Watson...",1.098901098901099,0.03146773860060733,91,82,9,0
Name of last president backwards.,1.098901098901099,0.03513429687408582,91,83,7,1
"You’ve misspelled “exigent” Watson. 
No wonder you can’t solve the puzzle!",1.098901098901099,0.03146773860060733,91,82,9,0
Damn these cryptic clues.,1.098901098901099,0.03513429687408582,91,83,7,1
"So many clues, Watson! Too many!",1.098901098901099,0.03513429687408582,91,83,7,1
"Simple?
It’s a a ten letter word starting with ‘e’, my dear Watson?",1.098901098901099,0.03513429687408582,91,83,7,1
"It is not ""rudimentary""  it is ""elementary"" my dear Watson.",1.098901098901099,0.03513429687408582,91,83,7,1
"These clues are inscrutable, Watson! Why did we pick a Friday puzzle?",1.098901098901099,0.03513429687408582,91,83,7,1
"The answer, Dear Watson, is ""afoot.""",1.098901098901099,0.03146773860060733,91,82,9,0
It’s challenging Watson. Game on!,1.098901098901099,0.03146773860060733,91,82,9,0
"Basic; 10 letters; c'mon, help me out here, Watson!",1.098901098901099,0.03513429687408582,91,83,7,1
"I don't have a clue for four across, a four-letter word that starts with c that means something that guides through an intricate procedure or maze of difficulties.",1.098901098901099,0.03513429687408582,91,83,7,1
They call me the Sunday Snoop,1.098901098901099,0.03513429687408582,91,83,7,1
"Thegameisafoot? No, that’s only 14 letters.",1.0987654320987654,0.04159229759980991,81,75,4,2
"10-letter word, 'CBS mystery series starring Jonny Lee Miller and Lucy Liu.'",1.0987654320987654,0.04159229759980991,81,75,4,2
"No, no. “Elementary” has TEN letters,",1.0987654320987654,0.037699830826178934,81,74,6,1
"Excuse me Watson, what's a five letter word for dog?",1.0987654320987654,0.04159229759980991,81,75,4,2
Does this outfit make my ass look big?,1.0987654320987654,0.037699830826178934,81,74,6,1
'Looking through the blank space is difficult to analyse'.,1.0987654320987654,0.045150428513357384,81,76,2,3
"No Sherlock, shit is not an allowable word even if the letters fit the puzzle…",1.0987654320987654,0.045150428513357384,81,76,2,3
Will Shortz is really playing with his life.,1.0987654320987654,0.03335618786692912,81,73,8,0
"What is this nonsense? '_______, my dear Watson.'",1.0987654320987654,0.037699830826178934,81,74,6,1
"Watson, have you seen my spectales?",1.0987654320987654,0.04159229759980991,81,75,4,2
"Drat Watson, what’s a six-letter word for homicide that starts with M?”",1.0987654320987654,0.04159229759980991,81,75,4,2
"Dammit Watson,  I asked for Monday's - I'll never crack this one in time!",1.0987654320987654,0.03335618786692912,81,73,8,0
Not Napoleon Watson.  Eight letters - Victorian sleuth slayer.,1.0985915492957747,0.040890143728172165,71,65,5,1
"See? There is an A 'twixt the T and the R in ELEMENTARY, dear Watson!",1.098360655737705,0.0294690311971463,122,111,10,1
Those fools spelled it Shirloch!,1.0982142857142858,0.030964289610915633,112,102,9,1
Why is my name used with such negativity and with expletives?,1.0980392156862746,0.0355498832556332,102,94,6,2
"Elementary, Watson, is spelled with an E!",1.0980392156862746,0.0355498832556332,102,94,6,2
"Archvillain in 8 letters?  I must confess myself baffled, Watson",1.0980392156862746,0.0355498832556332,102,94,6,2
"Despite many different clues, you respond with adieu again and again",1.0980392156862746,0.03270561326017676,102,93,8,1
Another waste of time!  The answers to this are elementary my dear Watson.,1.0980392156862746,0.029589188531613197,102,92,10,0
Watson! Ten letters with MENT in the middle?,1.0980392156862746,0.029589188531613197,102,92,10,0
Looking for ten letters across for elementary my Dear Watson.,1.0980392156862746,0.03270561326017676,102,93,8,1
"Upon closer inspection, I suspect two-down of foul play.",1.0980392156862746,0.03270561326017676,102,93,8,1
That pattern requires 14 clues across and 14 clues down but I only see 7 across and 12 down. Without more clues you're doomed to fail.,1.0980392156862746,0.0355498832556332,102,94,6,2
"This isn't a good clue, my dear Watson.",1.0980392156862746,0.029589188531613197,102,92,10,0
The costume isn’t helping!,1.0980392156862746,0.0355498832556332,102,94,6,2
Fundamental 10 letters?,1.0980392156862746,0.03270561326017676,102,93,8,1
"Seven across, the first three letters are clu.",1.0980392156862746,0.03270561326017676,102,93,8,1
I hate it when all the clues are in 4 point font.,1.0980392156862746,0.038182866056047315,102,95,4,3
"One across, 10 letters, starts with E … ? What could it be my dear Watson?",1.0980392156862746,0.03270561326017676,102,93,8,1
One thing’s for certain. Three across is going down.,1.0980392156862746,0.03270561326017676,102,93,8,1
"Watson, you were right! The answer for one down is, crossword!",1.0978260869565217,0.038047743942136655,92,85,5,2
4 across. Where were you on the night of September 24th?,1.0978260869565217,0.03114237840319294,92,83,9,0
Watson! Everything in this puzzle is squarely defined.,1.0978260869565217,0.03114237840319294,92,83,9,0
Thirteen letter predecessor to Inspector Clouseau?,1.0978260869565217,0.038047743942136655,92,85,5,2
"Elementary it is not,Watson.",1.0978260869565217,0.03476692790349799,92,84,7,1
Watson you fool. These clues are for some other puzzle.,1.0978260869565217,0.038047743942136655,92,85,5,2
"Come on my dear Watson, simple, ten letters, third letter “e”, prehensile?",1.0978260869565217,0.03114237840319294,92,83,9,0
8 letters: starts with SH,1.0978260869565217,0.03476692790349799,92,84,7,1
You did not dot the i,1.0978260869565217,0.03476692790349799,92,84,7,1
-Dr. Watson ¿con qué mano utiliza el bisturí?,1.0978260869565217,0.03476692790349799,92,84,7,1
"Elementary, my dear Watson--this one is beginner-friendly.",1.0978260869565217,0.03476692790349799,92,84,7,1
"Ok what is  14 letterss,
“Famous detective “",1.0978260869565217,0.03114237840319294,92,83,9,0
"Blast Watson,why could it not have been the Tuesday puzzle?",1.0978260869565217,0.03114237840319294,92,83,9,0
"Elementary, my dear Watson, you simply need to follow the clues.",1.0978260869565217,0.03114237840319294,92,83,9,0
"This one is not so elementary, Watson!",1.0978260869565217,0.03114237840319294,92,83,9,0
That sixth shot of espresso did it.,1.0978260869565217,0.038047743942136655,92,85,5,2
"Elementary, my dear Watson.  Clearly I need a pair of eyeglasses.",1.0975609756097562,0.04109959590271843,82,76,4,2
A six-letter word for detective? This is why I prefer Sudoku.,1.0975609756097562,0.04109959590271843,82,76,4,2
"What is a four letter slang word for detective, and also a familiar shortening of Richard? Also, a vulgar representation of a male sexual organ?",1.0975609756097562,0.04109959590271843,82,76,4,2
"No, Watson, 17 across is ""the game is afoot"" not ""afeet.""",1.0975609756097562,0.03296890260324238,82,74,8,0
"Dr. Watson, the clue is, ‘The most famous detective in history’.  I know we are close friends, but ‘My Dick’???",1.0975609756097562,0.04109959590271843,82,76,4,2
Goldarnit Watson! It's the same puzzle as yesterday's!,1.0975609756097562,0.04461267651261335,82,77,2,3
"But there IS no 4 letter word starting with C that means  ""a hint that solves a crime""!",1.0975609756097562,0.03725671296712065,82,75,6,1
Damn it. They hid the clues in a Friday crossword.,1.0975609756097562,0.03725671296712065,82,75,6,1
"Four down, five letters.
“Game is ..…”",1.0975609756097562,0.03725671296712065,82,75,6,1
"Watson, a six letter name of a washed up detective is Poirot. It’s Hercule Poirot,you fool.",1.0975609756097562,0.03725671296712065,82,75,6,1
Elementary doesn't fit... now what?,1.0975609756097562,0.04109959590271843,82,76,4,2
"A clue, Holmes. The game is afoot!",1.0975609756097562,0.03725671296712065,82,75,6,1
"It’s “Elementary”… no, wait only 9 letters…",1.0975609756097562,0.03296890260324238,82,74,8,0
I need a three-letter word for,1.0975609756097562,0.03296890260324238,82,74,8,0
It's on the tip of my tongue. Arthur Conan what?.,1.0975609756097562,0.03725671296712065,82,75,6,1
"The game is ""afoot"" at 4 across, my dear Watson.",1.0975609756097562,0.03725671296712065,82,75,6,1
The clue for 49-Down is very close to being criminal.,1.0975609756097562,0.03296890260324238,82,74,8,0
"What's a word that means elementary, Dr. Watson?",1.0973451327433628,0.03547715600607405,113,105,5,3
"Quick, Watson, what's a ten-letter word that means ''basic"" or ""simple""?",1.0973451327433628,0.028009733301017116,113,102,11,0
"So, he writes crossword puzzles now! All these clues about fleeing from crimes, prison and playing poker reveal his sordid past.",1.0970873786407767,0.03240051065888945,103,94,8,1
"There's a clue here somewhere, Watson. We just have to find it.",1.0970873786407767,0.03240051065888945,103,94,8,1
